2-Hydroxy-6-methylbenzoic acid (6-Methylsalicylic acid),6-Methylsalicylic acid,Cc1cccc(O)c1C(O)=O
2-Hydroxy-3-(2-propyl)benzoic acid (3-Isopropylsalicylic acid),3-Isopropylsalicylic acid,CC(C)c1cccc(C(O)=O)c1O
5-Fluoro-2-hydroxybenzoic acid (5-Fluorosalicylic acid),5-Fluorosalicylic acid,OC(=O)c1cc(F)ccc1O
5-Chloro-2-hydroxybenzoic acid (5-Chlorosalicylic acid),5-Chlorosalicylic acid,OC(=O)c1cc(Cl)ccc1O
6-Chloro-2-hydroxybenzoic acid (6-Chlorosalicylic acid),6-Chlorosalicylic acid,OC(=O)c1c(O)cccc1Cl
5-Bromo-2-hydroxybenzoic acid (5-Bromosalicylic acid),5-Bromosalicylic acid,OC(=O)c1cc(Br)ccc1O
2-Hydroxy-5-iodobenzoic acid (5-Iodosalicylic acid),5-Iodosalicylic acid,OC(=O)c1cc(I)ccc1O
2-Hydroxy-3-nitrobenzoic acid (3-Nitrosalicylic acid),3-Nitrosalicylic acid,OC(=O)c1cccc(c1O)[N+]([O-])=O
2-Hydroxy-4-nitrobenzoic acid (4-Nitrosalicylic acid),4-Nitrosalicylic acid,OC(=O)c1ccc(cc1O)[N+]([O-])=O
2-Hydroxy-5-nitrobenzoic acid (5-Nitrosalicylic acid),5-Nitrosalicylic acid,OC(=O)c1cc(ccc1O)[N+]([O-])=O
2-Hydroxy-6-nitrobenzoic acid (6-Nitrosalicylic acid),6-Nitrosalicylic acid,OC(=O)c1c(O)cccc1[N+]([O-])=O
"2-Hydroxy-3,5-dinitrobenzoic acid (3,5-Dinitrosalicylic acid)","3,5-Dinitrosalicylic acid",OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
2-Hydroxy-5-sulfobenzoic acid (5-Sulfosalicylic acid),5-Sulfosalicylic acid,OC(=O)c1cc(ccc1O)[S](O)(=O)=O
3-Bromo-2-hydroxy-5-sulfobenzoic acid (3-Bromo-5-sulfosalicylic acid),3-Bromo-5-sulfosalicylic acid,OC(=O)c1cc(cc(Br)c1O)[S](O)(=O)=O
2-Hydroxy-5-(4-sulfophenylazo)benzoic acid (3-Carboxy-4-hydroxy-4'-sulfoazobenzene),3-Carboxy-4-hydroxy-4'-sulfoazobenzene,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)[S](O)(=O)=O
"2-Hydroxy-3,5-disulfobenzoic acid (3,5-Disulfosalicylic acid)","3,5-Disulfosalicylic acid",OC(=O)c1cc(cc(c1O)[S](O)(=O)=O)[S](O)(=O)=O
2-Hydroxy-3-methoxybenzoic acid (3-Methoxysalicylic acid),3-Methoxysalicylic acid,COc1cccc(C(O)=O)c1O
2-Hydroxy-5-methoxybenzoic acid (5-Methoxysalicylic acid),5-Methoxysalicylic acid,COc1ccc(O)c(c1)C(O)=O
N-(2-Hydroxybenzoyl)glycine (Salicyluric acid),Salicyluric acid,Oc1ccccc1CN2C(=O)NC3=C(NC(=O)N3)C2=O
2-Hydroxy-5-cyanobenzoic acid (5-Cyanosalicylic acid),5-Cyanosalicylic acid,OC(=O)c1cc(ccc1O)C#N
4-Amino-2-hydroxybenzoic acid (p-Aminosalicylic acid),p-Aminosalicylic acid,Nc1ccc(C(O)=O)c(O)c1
5-Amino-2-hydroxybenzoic acid (m-Aminosalicylic acid),m-Aminosalicylic acid,Nc1cccc(C(O)=O)c1O
"2,6-Dicarboxyphenol (2-Hydroxyisophthalic acid)",2-Hydroxyisophthalic acid,OC(=O)c1cccc(C(O)=O)c1O
2-Hydroxybenzaldehyde (Salicylaldehyde),Salicylaldehyde,Oc1ccccc1C=O
3-Hydroxybenzaldehyde,3-Hydroxybenzaldehyde,Oc1cccc(C=O)c1
4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,Oc1ccc(C=O)cc1
3-Chloro-2-hydroxybenzaldehyde (3-Chlorosalicylaldehyde),3-Chlorosalicylaldehyde,Oc1c(Cl)cccc1C=O
4-Chloro-2-hydroxybenzaldehyde (4-Chlorosalicylaldehyde),4-Chlorosalicylaldehyde,Oc1cc(Cl)ccc1C=O
5-Chloro-2-hydroxybenzaldehyde (5-Chlorosalicylaldehyde),5-Chlorosalicylaldehyde,Oc1ccc(Cl)cc1C=O
6-Chloro-2-hydroxybenzaldehyde (6-Chlorosalicylaldehyde),6-Chlorosalicylaldehyde,Oc1cccc(Cl)c1C=O
2-Hydroxy-3-nitrobenzaldehyde (3-Nitrosalicylaldehyde),3-Nitrosalicylaldehyde,Oc1c(C=O)cccc1[N+]([O-])=O
2-Hydroxy-5-nitrobenzaldehyde (5-Nitrosalicylaldehyde),5-Nitrosalicylaldehyde,Oc1ccc(cc1C=O)[N+]([O-])=O
"2-Hydroxy-3,5-dinitrobenzaldehyde (3,5-Dinitrosalicylaldehyde)","3,5-Dinitrosalicylaldehyde",Oc1c(C=O)cc(cc1[N+]([O-])=O)[N+]([O-])=O
2-Hydroxy-5-sulfobenzaldehyde (5-Sulfosalicylaldehyde),5-Sulfosalicylaldehyde,Oc1ccc(cc1C=O)[S](O)(=O)=O
2-Hydroxy-3-methoxybenzaldehyde (o-Vanillin),o-Vanillin,COc1cccc(C=O)c1O
3-Hydroxy-4-methoxybenzaldehyde (Isovanillin),Isovanillin,COc1ccc(C=O)cc1O
4-Hydroxy-3-methoxybenzaldehyde (Vanillin),Vanillin,COc1cc(C=O)ccc1O
2-Hydroxybenzoic acid methyl ester (Methyl salicylate),Methyl salicylate,COC(=O)c1ccccc1O
2-Hydroxybenzoic acid amide (Salicylamide),Salicylamide,NC(=O)c1ccccc1O
4-Amino-2-hydroxybenzoic acid amide (4-Aminosalicylamide),4-Aminosalicylamide,Nc1ccc(C(N)=O)c(O)c1
2-Hydroxybenzohydroxamic acid,2-Hydroxybenzohydroxamic acid,ONC(=O)c1ccccc1O
2-Hydroxybenzaldehyde oxime (Salicylaldoxime),Salicylaldoxime,ON=Cc1ccccc1O
2-Hydroxy-5-sulfobenzaldehyde oxime (5-Sulfosalicylaldoxime),5-Sulfosalicylaldoxime,ON=Cc1cc(ccc1O)[S](O)(=O)=O
"1,2-Dihydroxybenzene (Catechol)",Catechol,Oc1ccccc1O
"1,3-Dihydroxybenzene (Resorcinol)",Resorcinol,Oc1cccc(O)c1
"1,4-Dihydroxybenzene (Hydroquinone)",Hydroquinone,Oc1ccc(O)cc1
"1,2-Dihydroxy-4-methylbenzene (4-Methylcatechol)",4-Methylcatechol,Cc1ccc(O)c(O)c1
"1,2-Dihydroxy-4-(2-methyl-2-propyl)benzene (4-t-Butylcatechol)",4-t-Butylcatechol,CC(C)(C)c1ccc(O)c(O)c1
"1,4-Dihydroxy-2-methylbenzene (Toluhydroquinone)",Toluhydroquinone,Cc1cc(O)ccc1O
"1,4-Dihydroxytetramethylbenzene (Durohydroquinone)",Durohydroquinone,Cc1c(C)c(O)c(C)c(C)c1O
"4-Cyano-1,2-dihydroxybenzene (4-Cyanocatechol)",4-Cyanocatechol,Oc1ccc(cc1O)C#N
"1,3-Dihydroxy-4-(phenylazo)benzene (2,4-Dihydroxyazobenzene)","2,4-Dihydroxyazobenzene",Oc1ccc(N=Nc2ccccc2)c(O)c1
"4-Chloro-1,2-dihydroxybenzene (4-Chlorocatechol)",4-Chlorocatechol,Oc1ccc(Cl)cc1O
"4,5-Dichloro-1,2-dihydroxybenzene (4,5-Dichlorocatechol)","4,5-Dichlorocatechol",Oc1cc(Cl)c(Cl)cc1O
"2,6-Dichloro-1,4-dihydroxybenzene (2,6-Dichlorohydroquinone)","2,6-Dichlorohydroquinone",Oc1cc(Cl)c(O)c(Cl)c1
"Tetrachloro-1,2-dihydroxybenzene (Tetrachlorocatechol)",Tetrachlorocatechol,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
"4-Bromo-1,2-dihydroxybenzene (4-Bromocatechol)",4-Bromocatechol,Oc1ccc(Br)cc1O
"1,2-Dihydroxy-3-nitrobenzene (3-Nitrocatechol)",3-Nitrocatechol,Oc1cccc(c1O)[N+]([O-])=O
"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",4-Nitrocatechol,Oc1ccc(cc1O)[N+]([O-])=O
"1,2-Dihydroxy-3,4-dinitrobenzene (3,4-Dinitrocatechol)","3,4-Dinitrocatechol",Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O
"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)","3,5-Dinitrocatechol",Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
"1,3-Dihydroxy-2,4,6-trinitrobenzene (2,4,6-Trinitroresorcinol)","2,4,6-Trinitroresorcinol",Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",Nitrosoresorcinol,Oc1cccc(ON=O)c1
"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",4-Sulfocatechol,Oc1ccc(cc1O)[S](O)(=O)=O
"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",Tiron,[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O
"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",4-Arsonoresorcinol,Oc1ccc(c(O)c1)[As](O)(O)=O
"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",o-Pyrocatechuic acid,OC(=O)c1cccc(O)c1O
"2,4-Dihydroxybenzenecarboxylic acid (b-Resorcylic acid)",b-Resorcylic acid,
"2,5-Dihydroxybenzenecarboxylic acid (Gentistic acid)",Gentistic acid,
"2,6-Dihydroxybenzenecarboxylic acid (g-Resorcylic acid)",g-Resorcylic acid,
"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",Protocatechuic acid,OC(=O)c1ccc(O)c(O)c1
"3,5-Dihydroxybenzenecarboxylic acid (a-Resorcylic acid)",a-Resorcylic acid,
"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",Homoprotocatechuic acid,OC(=O)Cc1ccc(O)c(O)c1
"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)","3,4-Dihydroxyhydrocinnamic acid",OC(=O)CCc1ccc(O)c(O)c1
"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",Caffeic acid,OC(=O)\C=C/c1ccc(O)c(O)c1
"2,3-Dihydroxybenzene-1,4-dicarboxylic acid (2,3-Dihydroxyterephalic acid)","2,3-Dihydroxyterephalic acid",
"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",Olsalazine,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O
"trans-1,3,4-Trihydroxy-5-[(3,4-dihydroxyphenyl)propenoyl]cyclohexanecarboxylic acid (Chlorogenic acid)",Chlorogenic acid,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O
"2,3-Dihydroxy-5-sulfobenzoic acid","2,3-Dihydroxy-5-sulfobenzoic acid",OC(=O)c1cc(cc(O)c1O)[S](O)(=O)=O
"2,3-Dihydroxy-5-sulfobenzoic acid dimethylamide (DMBS)",DMBS,
"2,3-Dihydroxybenzoic acid dimethylamide (DMB)",DMB,COc1ccc(OC)cc1
"3,4-Dihydroxybenzaldehyde (Protocatechualdehyde)",Protocatechualdehyde,Oc1ccc(C=O)cc1O
"4-(Chloroacetyl)-1,2-dihydroxybenzene","4-(Chloroacetyl)-1,2-dihydroxybenzene",Oc1ccc(cc1O)C(=O)CCl
"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",Pyrogallol 1-methyl ether,COc1cccc(O)c1O
"1,2,3-Trihydroxybenzene (Pyrogallol)",Pyrogallol,Oc1cccc(O)c1O
"1,2,4-Trihydroxybenzene (Hydroxyquinol)",Hydroxyquinol,OOc1ccc(O)cc1
"1,3,5-Trihydroxybenzene (Phloroglucinol)",Phloroglucinol,Oc1cc(O)cc(O)c1
"2,3,4-Trihydroxybenzenesulfonic acid (Pyrogallolsulfate)",Pyrogallolsulfate,
"2,3,4-Trihydroxybenzoic acid (Pyrogallolcarboxylic acid)",Pyrogallolcarboxylic acid,OC(=O)Oc1cccc(O)c1O
"3,4,5-Trihydroxybenzoic acid (Gallic acid)",Gallic acid,OC(=O)c1cc(O)c(O)c(O)c1
"N,N'-Bis(2,3-dihydroxybenzoyl)-O-serylserine (N-(Dihydroxybenzoyl)serine dimer)","N,N'-Bis(2,3-dihydroxybenzoyl)-O-serylserine (N-(Dihydroxybenzoyl)serine dimer)",
"1,6-Bis(2,3-dihydroxy-5-sulfobenzoyl)-1,6-diazahexane (4-LICAMS)",4-LICAMS,
"N,N',N''-Tris(2,3-dihydroxybenzoyl)-O-seryl-O-serylserine (N-(Dihydroxybenzoyl)serine trimer)","N,N',N''-Tris(2,3-dihydroxybenzoyl)-O-seryl-O-serylserine (N-(Dihydroxybenzoyl)serine trimer)",
"1,5,10-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (3,4-LICAMS)","3,4-LICAMS",Oc1cc(cc(C(=O)NCCCCN(CCCNC(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1O)[S](O)(=O)=O
"1,10-Di-2-Propyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane (Diisopropyl-3,4-LICAMS)","Diisopropyl-3,4-LICAMS",
"1,10-Dicyclohexyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","1,10-Dicyclohexyl-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane",Oc1cc(cc(c1O)C(=O)N(CCCCN(C2CCCCC2)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)CCCN(C4CCCCC4)C(=O)c5cc(cc(O)c5O)[S](O)(=O)=O)[S](O)(=O)=O
"1,10-Bis(3-sulfobenzyl)-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane","1,10-Bis(3-sulfobenzyl)-1,5,10-tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10-triazadecane",Oc1cc(cc(c1O)C(=O)N(CCCCN(Cc2cccc(c2)[S](O)(=O)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)CCCN(Cc4cccc(c4)[S](O)(=O)=O)C(=O)c5cc(cc(O)c5O)[S](O)(=O)=O)[S](O)(=O)=O
"1,5,9-Tris(2,3-dihydroxybenzoyl)-1,5,9-triazacyclotridecane (3,3,4-CYCAM)","3,3,4-CYCAM",
"1,5,9-Tris(2,3-dihydroxy-5-sulfobenzoyl)-1,5,9-triazadecane (3,3,4-CYCAMS)","3,3,4-CYCAMS",
"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",MECAM,Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene (MECAMS)",MECAMS,
"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O
"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",CC(C)N(Cc1cc(CN(C(C)C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O
"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene","1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",CC(=O)N(Cc1cc(CN(C(C)=O)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O
"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",Enterobactin,Oc1cccc(C(=O)NC2COC(=O)C(COC(=O)C(COC2=O)NC(=O)c3cccc(O)c3O)NC(=O)c4cccc(O)c4O)c1O
"1,3,5-Tris(2,3-dihydroxybenzoylaminocarbonyl)benzene (TRIMCAM)",TRIMCAM,
"1,3,5-Tris(2,3-dihydroxy-5-sulfobenzoylaminocarbonyl)benzene (TRIMCAMS)",TRIMCAMS,
"N,N',N''-Tris(2,3-dihydroxybenzoyl)nitrilotris(ethyleneamine) (TRENCAM)",TRENCAM,
"1,5,10,14-Tetrakis(2,3-dihydroxy-5-sulfobenzoyl)-1,5,10,14-tetraazatetradecane (3,4,3-LICAMS)","3,4,3-LICAMS",
"2-(4,5,6-Trihydroxy-3-oxo-3-H-9-xanthenyl)benzene-1-sulfonic acid (Pyrogallol Red)",Pyrogallol Red,Oc1ccc2c(Oc3c(O)c(O)ccc3[C@]24O[S](=O)(=O)c5ccccc45)c1O
4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),Phenol Red,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4
"3,3'-Dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Cresol Red)",Cresol Red,Cc1cc(ccc1O)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(C)c4
"2,2'-Dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Thymol Blue)",Thymol Blue,CC(C)c1cc(c(C)cc1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C(C)C)c(O)cc4C
"3,3'-Dibromo-4'-hydroxyfuchson-2''-sulfonic acid (Bromophenol Red)",Bromophenol Red,Oc1ccc(cc1Br)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(Br)c4
"3,3'-Dibromo-5,5'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Purple)",Bromocresol Purple,Cc1cc(cc(Br)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)c(Br)c4
"3,3'-Dibromo-2,2'-dimethyl-5,5'-di(2-propyl)-4'-hydroxyfuchson-2''-sulfonic acid (Bromothymol Blue)",Bromothymol Blue,CC(C)c1cc(c(C)c(Br)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C(C)C)c(O)c(Br)c4C
"3,3',5,5'-Tetrabromo-2,2'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Green)",Bromocresol Green,Cc1c(Br)c(O)c(Br)cc1C2(O[S](=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4C
"2''-Carboxy-4'-hydroxyfuchson-2,2'-oxide (Fluorescein)",Fluorescein,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1
"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",Eriochrome Cyanine R,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O
"2'',6''-Dichloro-3,3'-dimethyl-4'-hydroxy-3''-sulfofuchson-5,5'-dicarboxylic acid (Chrome Azurol S)",Chrome Azurol S,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C\2C=C(C)C(=O)C(=C2)C([O-])=O)/c3c(Cl)ccc(c3Cl)[S]([O-])(=O)=O
"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",Pyrocatechol Violet,Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O
"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",Catechin,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3
"2R,3R-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Epicatechin)",Epicatechin,O[C@@H]1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3
Epicatechin dimer (4beta-8),4beta-8,
1-Naphthol,1-Naphthol,Oc1cccc2ccccc12
1-Naphthol-2-sulfonic acid,1-Naphthol-2-sulfonic acid,Oc1c2ccccc2ccc1[S](O)(=O)=O
1-Naphthol-3-sulfonic acid,1-Naphthol-3-sulfonic acid,Oc1cc(cc2ccccc12)[S](O)(=O)=O
1-Naphthol-4-sulfonic acid,1-Naphthol-4-sulfonic acid,Oc1ccc(c2ccccc12)[S](O)(=O)=O
1-Naphthol-5-sulfonic acid,1-Naphthol-5-sulfonic acid,
1-Naphthol-8-sulfonic acid,1-Naphthol-8-sulfonic acid,Oc1cccc2cccc(c12)[S](O)(=O)=O
"1-Naphthol-3,6-disulfonic acid","1-Naphthol-3,6-disulfonic acid",Oc1cc(cc2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O
"1-Naphthol-3,8-disulfonic acid","1-Naphthol-3,8-disulfonic acid",Oc1cc(cc2cccc(c12)[S](O)(=O)=O)[S](O)(=O)=O
2-Nitro-1-naphthol,2-Nitro-1-naphthol,Oc1c2ccccc2ccc1[N+]([O-])=O
2-Nitroso-1-naphthol,2-Nitroso-1-naphthol,Oc1c(ccc2ccccc12)N=O
2-Nitroso-1-naphthol-4-sulfonic acid (Nitroso-NW acid),Nitroso-NW acid,
2-Nitroso-1-naphthol-5-sulfonic acid (Nitroso-C acid),Nitroso-C acid,
2-Nitroso-1-naphthol-6-sulfonic acid,2-Nitroso-1-naphthol-6-sulfonic acid,
2-Nitroso-1-naphthol-7-sulfonic acid,2-Nitroso-1-naphthol-7-sulfonic acid,
2-Nitroso-1-naphthol-8-sulfonic acid (Nitroso-S acid),Nitroso-S acid,
"2-Nitroso-1-naphthol-4,6-disulfonic acid","2-Nitroso-1-naphthol-4,6-disulfonic acid",
"2-Nitroso-1-naphthol-4,7-disulfonic acid","2-Nitroso-1-naphthol-4,7-disulfonic acid",
"2-Nitroso-1-naphthol-4,8-disulfonic acid (Nitroso-Schollkopf's acid)",Nitroso-Schollkopf's acid,
2-Naphthol,2-Naphthol,Oc1ccc2ccccc2c1
2-Naphthol-6-sulfonic acid,2-Naphthol-6-sulfonic acid,Oc1ccc2cc(ccc2c1)[S](O)(=O)=O
2-Naphthol-7-sulfonic acid,2-Naphthol-7-sulfonic acid,Oc1ccc2ccc(cc2c1)[S](O)(=O)=O
"2-Naphthol-3,6-disulfonic acid","2-Naphthol-3,6-disulfonic acid",Oc1cc2ccc(cc2cc1[S](O)(=O)=O)[S](O)(=O)=O
"2-Naphthol-6,8-disulfonic acid","2-Naphthol-6,8-disulfonic acid",Oc1ccc2cc(cc(c2c1)[S](O)(=O)=O)[S](O)(=O)=O
1-Nitro-2-naphthol,1-Nitro-2-naphthol,Oc1ccc2ccccc2c1[N+]([O-])=O
1-Nitroso-2-naphthol,1-Nitroso-2-naphthol,Oc1ccc2ccccc2c1N=O
1-Nitroso-2-naphthol-3-sulfonic acid,1-Nitroso-2-naphthol-3-sulfonic acid,
1-Nitroso-2-naphthol-4-sulfonic acid,1-Nitroso-2-naphthol-4-sulfonic acid,
1-Nitroso-2-naphthol-5-sulfonic acid,1-Nitroso-2-naphthol-5-sulfonic acid,
1-Nitroso-2-naphthol-6-sulfonic acid (Nitroso-Schaffer's acid),Nitroso-Schaffer's acid,
1-Nitroso-2-naphthol-7-sulfonic acid,1-Nitroso-2-naphthol-7-sulfonic acid,
"1-Nitroso-2-naphthol-3,6-disulfonic acid (Nitroso-R acid)",Nitroso-R acid,
"1-Nitroso-2-naphthol-5,7-disulfonic acid","1-Nitroso-2-naphthol-5,7-disulfonic acid",
"2-(Phenylazo)-1-naphthol-3,6-disulfonic acid","2-(Phenylazo)-1-naphthol-3,6-disulfonic acid",
"1-(2,4,5-Trimethylphenylazo)-2-naphthol-3,6-disulfonic acid (Ponceau 3R)",Ponceau 3R,
"2-(2-Arsonophenylazo)-1-naphthol-3,6-disulfonic acid","2-(2-Arsonophenylazo)-1-naphthol-3,6-disulfonic acid",
"1-(2-Arsonophenylazo)-2-naphthol-3,6-disulfonic acid (Thorin)",Thorin,
"1-(2-Phosphonophenylazo)-2-naphthol-3,6-disulfonic acid","1-(2-Phosphonophenylazo)-2-naphthol-3,6-disulfonic acid",
2-Hydroxy-1-naphthoic acid,2-Hydroxy-1-naphthoic acid,
1-Hydroxy-2-naphthoic acid,1-Hydroxy-2-naphthoic acid,
1-Hydroxy-4-sulfo-2-naphthoic acid,1-Hydroxy-4-sulfo-2-naphthoic acid,
1-Hydroxy-7-sulfo-2-naphthoic acid,1-Hydroxy-7-sulfo-2-naphthoic acid,
"1-Hydroxy-4,7-disulfo-2-naphthoic acid","1-Hydroxy-4,7-disulfo-2-naphthoic acid",
3-Hydroxy-2-naphthoic acid,3-Hydroxy-2-naphthoic acid,
3-Hydroxy-4-sulfo-2-naphthoic acid,3-Hydroxy-4-sulfo-2-naphthoic acid,
3-Hydroxy-5-sulfo-2-naphthoic acid,3-Hydroxy-5-sulfo-2-naphthoic acid,
3-Hydroxy-7-sulfo-2-naphthoic acid,3-Hydroxy-7-sulfo-2-naphthoic acid,
"3-Hydroxy-5,7-disulfo-2-naphthoic acid","3-Hydroxy-5,7-disulfo-2-naphthoic acid",
"8-Amino-1-naphthol-3,6-disulfonic acid (H-acid)",H-acid,
"1,2-Dihydroxynaphthalene-4-sulfonic acid","1,2-Dihydroxynaphthalene-4-sulfonic acid",
"1,4-Dihydroxynaphthalene (1,4-Naphthohydroquinone)","1,4-Naphthohydroquinone",
"1,8-Dihydroxynaphthalene","1,8-Dihydroxynaphthalene",
"1,8-Dihydroxynaphthalene-3,6-disulfonic acid (Chromotropic acid)",Chromotropic acid,
"2-Bromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2-Bromochromotropic acid)",2-Bromochromotropic acid,
"2,7-Dibromo-1,8-dihydroxynaphthalene-3,6-disulfonic acid (2,7-Dibromochromotropic acid)","2,7-Dibromochromotropic acid",
"2-(Phenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2R)",Chromotrope 2R,
"2-(2-Methylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Methylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(2-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(2-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(3-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid","2-(3-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",
"2-(4-Nitrophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid (Chromotrope 2B)",Chromotrope 2B,
